State Postal Code,State FIPS,District ID Number,School District Name,County Names,County FIPS
KS,20,08310,Fairfield Unified School District 310,Reno County,155
KS,20,08310,Fairfield Unified School District 310,Stafford County,185
KS,20,11220,Flinthills Unified School District 492,Butler County,015
KS,20,11220,Flinthills Unified School District 492,Greenwood County,073
KS,20,08370,Fort Larned Unified School District 495,Barton County,009
KS,20,08370,Fort Larned Unified School District 495,Pawnee County,145
KS,20,06330,Fort Leavenworth Unified School District 207,Leavenworth County,103
KS,20,06180,Fort Scott Unified School District 234,Bourbon County,011
KS,20,06210,Fowler Unified School District 225,Ford County,057
KS,20,06210,Fowler Unified School District 225,Gray County,069
KS,20,06210,Fowler Unified School District 225,Meade County,119
KS,20,06270,Fredonia Unified School District 484,Elk County,049
KS,20,06270,Fredonia Unified School District 484,Greenwood County,073
KS,20,06270,Fredonia Unified School District 484,Montgomery County,125
KS,20,06270,Fredonia Unified School District 484,Wilson County,205
KS,20,06270,Fredonia Unified School District 484,Woodson County,207
KS,20,06300,Frontenac Public Schools Unified School District 249,Crawford County,037
KS,20,06360,Galena Unified School District 499,Cherokee County,021
KS,20,06390,Garden City Unified School District 457,Finney County,055
KS,20,06420,Gardner Edgerton Unified School District 231,Johnson County,091
KS,20,06420,Gardner Edgerton Unified School District 231,Miami County,121
KS,20,06450,Garnett Unified School District 365,Anderson County,003
KS,20,06450,Garnett Unified School District 365,Coffey County,031
KS,20,06450,Garnett Unified School District 365,Franklin County,059
KS,20,06450,Garnett Unified School District 365,Linn County,107
KS,20,07890,Geary County Schools Unified School District 475,Geary County,061
KS,20,07890,Geary County Schools Unified School District 475,Riley County,161
KS,20,06480,Girard Unified School District 248,Bourbon County,011
KS,20,06480,Girard Unified School District 248,Crawford County,037
KS,20,06480,Girard Unified School District 248,Neosho County,133
KS,20,06540,Goddard Unified School District 265,Sedgwick County,173
KS,20,06570,Goessel Unified School District 411,Harvey County,079
KS,20,06570,Goessel Unified School District 411,McPherson County,113
KS,20,06570,Goessel Unified School District 411,Marion County,115
KS,20,11040,Golden Plains Unified School District 316,Decatur County,039
KS,20,11040,Golden Plains Unified School District 316,Rawlins County,153
KS,20,11040,Golden Plains Unified School District 316,Sheridan County,179
KS,20,11040,Golden Plains Unified School District 316,Thomas County,193
KS,20,06580,Goodland Unified School District 352,Sherman County,181
KS,20,07260,Graham County Unified School District 281,Graham County,065
KS,20,06660,Great Bend Unified School District 428,Barton County,009
KS,20,06660,Great Bend Unified School District 428,Stafford County,185
KS,20,06690,Greeley County Schools Unified School District 200,Greeley County,071
KS,20,06780,Grinnell Public Schools Unified School District 291,Gove County,063
KS,20,06780,Grinnell Public Schools Unified School District 291,Sheridan County,179
KS,20,06780,Grinnell Public Schools Unified School District 291,Thomas County,193
KS,20,06840,Halstead Unified School District 440,Harvey County,079
KS,20,06840,Halstead Unified School District 440,Sedgwick County,173
KS,20,06870,Hamilton Unified School District 390,Greenwood County,073
KS,20,06960,Haven Public Schools Unified School District 312,Harvey County,079
KS,20,06960,Haven Public Schools Unified School District 312,Reno County,155
KS,20,06960,Haven Public Schools Unified School District 312,Sedgwick County,173
KS,20,06990,Haviland Unified School District 474,Kiowa County,097
KS,20,06990,Haviland Unified School District 474,Pratt County,151
KS,20,07020,Hays Unified School District 489,Ellis County,051
KS,20,07020,Hays Unified School District 489,Rush County,165
KS,20,07050,Haysville Unified School District 261,Sedgwick County,173
KS,20,07080,Healy Public Schools Unified School District 468,Gove County,063
KS,20,07080,Healy Public Schools Unified School District 468,Lane County,101
KS,20,07080,Healy Public Schools Unified School District 468,Scott County,171
KS,20,07110,Herington Unified School District 487,Dickinson County,041
KS,20,07110,Herington Unified School District 487,Morris County,127
KS,20,07170,Hesston Unified School District 460,Harvey County,079
KS,20,07170,Hesston Unified School District 460,McPherson County,113
KS,20,07170,Hesston Unified School District 460,Marion County,115
KS,20,00006,Hiawatha Unified School District 415,Brown County,013
KS,20,00006,Hiawatha Unified School District 415,Nemaha County,131
KS,20,07800,Hodgeman County Schools Unified School District 227,Hodgeman County,083
KS,20,07320,Hoisington Unified School District 431,Barton County,009
KS,20,07350,Holcomb Unified School District 363,Finney County,055
KS,20,07380,Holton Unified School District 336,Jackson County,085
KS,20,07380,Holton Unified School District 336,Jefferson County,087
KS,20,07530,Hoxie Community Schools Unified School District 412,Decatur County,039
KS,20,07530,Hoxie Community Schools Unified School District 412,Graham County,065
KS,20,07530,Hoxie Community Schools Unified School District 412,Sheridan County,179
KS,20,07560,Hugoton Public Schools Unified School District 210,Stevens County,189
KS,20,07590,Humboldt Unified School District 258,Allen County,001
KS,20,07590,Humboldt Unified School District 258,Woodson County,207
KS,20,07620,Hutchinson Public Schools Unified School District 308,Reno County,155
KS,20,07650,Independence Unified School District 446,Chautauqua County,019
KS,20,07650,Independence Unified School District 446,Montgomery County,125
KS,20,07680,Ingalls Unified School District 477,Gray County,069
KS,20,07680,Ingalls Unified School District 477,Haskell County,081
KS,20,07710,Inman Unified School District 448,McPherson County,113
KS,20,07710,Inman Unified School District 448,Rice County,159
KS,20,07740,Iola Unified School District 257,Allen County,001
KS,20,07750,Jayhawk Unified School District 346,Bourbon County,011
KS,20,07750,Jayhawk Unified School District 346,Linn County,107
KS,20,13020,Jefferson County North Unified School District 339,Atchison County,005
KS,20,13020,Jefferson County North Unified School District 339,Jefferson County,087
KS,20,13020,Jefferson County North Unified School District 339,Leavenworth County,103
KS,20,09510,Jefferson West Unified School District 340,Jackson County,085
KS,20,09510,Jefferson West Unified School District 340,Jefferson County,087
KS,20,09510,Jefferson West Unified School District 340,Shawnee County,177
KS,20,07950,Kansas City Unified School District 500,Leavenworth County,103
KS,20,07950,Kansas City Unified School District 500,Wyandotte County,209
KS,20,07970,Kaw Valley Unified School District 321,Jackson County,085
KS,20,07970,Kaw Valley Unified School District 321,Pottawatomie County,149
KS,20,07970,Kaw Valley Unified School District 321,Shawnee County,177
KS,20,07970,Kaw Valley Unified School District 321,Wabaunsee County,197
KS,20,08070,Kingman-Norwich Unified School District 331,Harper County,077
KS,20,08070,Kingman-Norwich Unified School District 331,Kingman County,095
KS,20,08070,Kingman-Norwich Unified School District 331,Reno County,155
KS,20,08070,Kingman-Norwich Unified School District 331,Sedgwick County,173
KS,20,08070,Kingman-Norwich Unified School District 331,Sumner County,191
KS,20,08100,Kinsley-Offerle Unified School District 347,Edwards County,047
KS,20,08100,Kinsley-Offerle Unified School District 347,Ford County,057
KS,20,08100,Kinsley-Offerle Unified School District 347,Hodgeman County,083
KS,20,06720,Kiowa County Unified School District 422,Kiowa County,097
KS,20,08190,Kismet-Plains Unified School District 483,Meade County,119
KS,20,08190,Kismet-Plains Unified School District 483,Seward County,175
KS,20,08220,LaCrosse Unified School District 395,Ellis County,051
KS,20,08220,LaCrosse Unified School District 395,Ness County,135
KS,20,08220,LaCrosse Unified School District 395,Rush County,165
KS,20,08220,LaCrosse Unified School District 395,Trego County,195
KS,20,03300,Labette County Unified School District 506,Labette County,099
KS,20,08280,Lakin Unified School District 215,Kearny County,093
KS,20,08340,Lansing Unified School District 469,Leavenworth County,103
KS,20,08400,Lawrence Unified School District 497,Douglas County,045
KS,20,08400,Lawrence Unified School District 497,Jefferson County,087
KS,20,08400,Lawrence Unified School District 497,Leavenworth County,103
KS,20,08430,Leavenworth Unified School District 453,Leavenworth County,103
KS,20,12810,Lebo-Waverly Unified School District 243,Coffey County,031
KS,20,12810,Lebo-Waverly Unified School District 243,Franklin County,059
KS,20,12810,Lebo-Waverly Unified School District 243,Lyon County,111
KS,20,12810,Lebo-Waverly Unified School District 243,Osage County,139
KS,20,08610,Leoti Unified School District 467,Logan County,109
KS,20,08610,Leoti Unified School District 467,Wichita County,203
KS,20,08670,Leroy-Gridley Unified School District 245,Coffey County,031
KS,20,08670,Leroy-Gridley Unified School District 245,Greenwood County,073
KS,20,08670,Leroy-Gridley Unified School District 245,Woodson County,207
KS,20,08700,Lewis Unified School District 502,Edwards County,047
KS,20,08730,Liberal Unified School District 480,Seward County,175
KS,20,08790,Lincoln Unified School District 298,Lincoln County,105
KS,20,08790,Lincoln Unified School District 298,Mitchell County,123
KS,20,08880,Little River Unified School District 444,Ellsworth County,053
KS,20,08880,Little River Unified School District 444,McPherson County,113
KS,20,08880,Little River Unified School District 444,Rice County,159
KS,20,08910,Logan Unified School District 326,Graham County,065
KS,20,08910,Logan Unified School District 326,Norton County,137
KS,20,08910,Logan Unified School District 326,Phillips County,147
KS,20,08910,Logan Unified School District 326,Rooks County,163
KS,20,08970,Louisburg Unified School District 416,Miami County,121
KS,20,09000,Lyndon Unified School District 421,Osage County,139
